"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 16, 2022","30.086","34.728","35.763","29.557","14.60M","-13.32%"
"Jun 15, 2022","34.708","29.600","34.769","26.798","17.96M","17.12%"
"Jun 14, 2022","29.633","28.507","32.104","25.966","16.97M","4.32%"
"Jun 13, 2022","28.405","30.605","30.999","26.060","20.80M","-7.23%"
"Jun 12, 2022","30.620","33.890","34.244","30.611","9.84M","-9.61%"
"Jun 11, 2022","33.874","37.149","37.900","33.240","6.89M","-8.74%"
"Jun 10, 2022","37.119","39.948","40.842","36.896","6.72M","-7.08%"
"Jun 09, 2022","39.948","38.820","41.824","38.456","6.66M","2.94%"
"Jun 08, 2022","38.805","39.330","40.830","38.307","6.28M","-1.31%"
"Jun 07, 2022","39.321","42.387","42.479","37.543","11.30M","-7.23%"
"Jun 06, 2022","42.387","38.523","44.606","38.358","10.62M","10.03%"
"Jun 05, 2022","38.523","38.956","40.152","37.843","5.36M","-1.10%"
"Jun 04, 2022","38.953","38.265","39.212","35.818","5.92M","1.80%"
"Jun 03, 2022","38.265","40.856","41.512","37.701","7.12M","-6.36%"
"Jun 02, 2022","40.864","40.100","41.546","38.156","8.19M","1.90%"
"Jun 01, 2022","40.100","45.722","46.097","39.691","7.75M","-12.29%"
"May 31, 2022","45.718","47.206","48.170","44.666","7.32M","-3.15%"
"May 30, 2022","47.206","44.967","48.217","44.267","8.29M","5.00%"
"May 29, 2022","44.960","44.263","45.533","41.824","6.94M","1.62%"
"May 28, 2022","44.245","41.083","44.931","40.324","6.16M","7.72%"
"May 27, 2022","41.076","43.404","43.889","40.053","11.56M","-5.29%"
"May 26, 2022","43.369","47.961","48.624","41.846","10.12M","-9.57%"
"May 25, 2022","47.961","49.655","50.472","47.602","4.84M","-3.42%"
"May 24, 2022","49.659","49.100","50.780","47.216","6.24M","1.15%"
"May 23, 2022","49.094","52.468","54.629","48.670","6.22M","-6.42%"
"May 22, 2022","52.460","50.293","53.126","49.675","3.78M","4.31%"
"May 21, 2022","50.293","49.414","51.186","48.596","3.00M","1.78%"
"May 20, 2022","49.414","52.150","53.550","47.879","7.13M","-5.28%"
"May 19, 2022","52.167","49.910","53.920","48.299","7.26M","4.52%"
"May 18, 2022","49.910","57.064","57.816","49.543","6.70M","-12.52%"
"May 17, 2022","57.056","53.654","58.188","53.187","6.10M","6.36%"
"May 16, 2022","53.643","58.673","58.806","51.951","7.55M","-8.56%"
"May 15, 2022","58.664","52.312","59.243","49.692","5.65M","12.13%"
"May 14, 2022","52.318","48.853","53.387","46.030","6.99M","7.14%"
"May 13, 2022","48.832","44.636","56.151","43.895","12.83M","9.43%"
"May 12, 2022","44.622","50.605","53.955","37.342","19.24M","-11.90%"
"May 11, 2022","50.647","66.690","68.310","43.394","17.77M","-24.04%"
"May 10, 2022","66.673","61.967","73.983","60.495","11.81M","7.59%"
"May 09, 2022","61.967","75.308","77.187","61.967","9.11M","-17.73%"
"May 08, 2022","75.317","78.841","79.337","73.781","109.88M","-4.47%"
"May 07, 2022","78.841","81.643","82.252","77.227","80.91M","-3.43%"
"May 06, 2022","81.639","84.461","84.727","79.949","145.42M","-3.32%"
"May 05, 2022","84.438","92.765","95.139","82.231","156.60M","-9.00%"
"May 04, 2022","92.792","85.821","93.010","85.434","121.57M","8.11%"
"May 03, 2022","85.833","87.463","88.765","84.656","71.86M","-1.86%"
"May 02, 2022","87.462","89.741","90.766","85.095","102.99M","-2.47%"
"May 01, 2022","89.681","84.772","93.113","84.178","83.45M","5.81%"
"Apr 30, 2022","84.757","93.915","94.913","81.888","83.42M","-9.75%"
"Apr 29, 2022","93.915","98.233","98.621","92.402","97.13M","-4.40%"
"Apr 28, 2022","98.233","98.324","100.534","96.389","96.83M","-0.09%"
"Apr 27, 2022","98.324","95.729","100.644","94.920","87.27M","2.76%"
"Apr 26, 2022","95.683","100.973","101.972","94.672","76.60M","-5.27%"
"Apr 25, 2022","101.007","99.223","101.558","94.472","100.05M","1.79%"
"Apr 24, 2022","99.227","100.583","102.248","98.718","68.60M","-1.35%"
"Apr 23, 2022","100.583","100.531","102.823","98.418","62.48M","0.05%"
"Apr 22, 2022","100.533","101.735","103.541","99.255","84.80M","-1.20%"
"Apr 21, 2022","101.757","105.553","109.963","100.029","105.02M","-3.59%"
"Apr 20, 2022","105.550","108.604","110.868","104.368","97.19M","-2.79%"
"Apr 19, 2022","108.576","102.295","108.824","101.146","80.81M","6.13%"
"Apr 18, 2022","102.304","100.225","102.628","94.834","103.84M","2.00%"
"Apr 17, 2022","100.296","102.108","105.445","99.732","63.71M","-1.78%"
"Apr 16, 2022","102.118","101.387","103.465","100.787","35.83M","0.70%"
"Apr 15, 2022","101.407","100.777","102.871","99.590","53.65M","0.66%"
"Apr 14, 2022","100.744","104.902","107.673","98.880","85.65M","-3.94%"
"Apr 13, 2022","104.880","103.184","105.924","100.134","93.36M","1.65%"
"Apr 12, 2022","103.181","99.636","109.214","98.437","125.78M","3.67%"
"Apr 11, 2022","99.532","111.150","111.924","98.289","134.48M","-10.37%"
"Apr 10, 2022","111.044","112.895","115.990","109.808","63.54M","-1.57%"
"Apr 09, 2022","112.812","109.980","113.602","108.309","72.32M","2.55%"
"Apr 08, 2022","110.009","118.575","122.375","108.168","139.83M","-7.23%"
"Apr 07, 2022","118.577","112.997","119.914","110.897","168.61M","4.94%"
"Apr 06, 2022","112.990","126.759","127.368","112.077","218.62M","-10.88%"
"Apr 05, 2022","126.784","132.113","136.566","126.179","105.88M","-4.05%"
"Apr 04, 2022","132.132","136.831","138.224","125.913","129.19M","-3.41%"
"Apr 03, 2022","136.804","132.400","141.046","130.744","117.06M","3.34%"
"Apr 02, 2022","132.376","134.547","143.488","131.648","144.80M","-1.65%"
"Apr 01, 2022","134.599","122.856","138.377","117.900","223.97M","9.50%"
"Mar 31, 2022","122.919","120.824","129.547","119.991","219.28M","1.82%"
"Mar 30, 2022","120.727","111.708","125.149","107.203","222.82M","8.07%"
"Mar 29, 2022","111.709","105.864","115.688","105.572","143.96M","5.70%"
"Mar 28, 2022","105.689","107.093","113.871","105.257","136.07M","-1.31%"
"Mar 27, 2022","107.093","101.804","107.420","98.850","59.87M","5.20%"
"Mar 26, 2022","101.804","98.650","103.337","97.711","52.44M","3.20%"
"Mar 25, 2022","98.649","102.392","104.885","97.124","88.34M","-3.62%"
"Mar 24, 2022","102.350","94.915","103.718","93.497","116.97M","7.82%"
"Mar 23, 2022","94.924","90.462","96.285","89.296","88.02M","4.98%"
"Mar 22, 2022","90.424","88.610","93.956","88.024","64.13M","2.04%"
"Mar 21, 2022","88.620","88.607","91.287","86.834","61.34M","0.02%"
"Mar 20, 2022","88.606","92.396","92.584","87.987","48.97M","-4.14%"
"Mar 19, 2022","92.435","89.789","94.538","89.265","93.62M","2.94%"
"Mar 18, 2022","89.792","87.827","92.187","84.514","358.91M","2.25%"
"Mar 17, 2022","87.813","87.796","90.985","86.667","320.92M","0.02%"
"Mar 16, 2022","87.795","82.850","87.958","81.540","300.40M","5.97%"
"Mar 15, 2022","82.850","81.226","85.840","78.887","236.41M","2.00%"
"Mar 14, 2022","81.223","78.706","82.242","78.038","237.21M","3.00%"
"Mar 13, 2022","78.858","81.412","83.075","77.774","204.30M","-3.13%"
"Mar 12, 2022","81.402","80.665","82.706","80.595","140.50M","0.91%"
"Mar 11, 2022","80.665","82.872","84.275","80.106","272.33M","-2.66%"
"Mar 10, 2022","82.871","88.089","88.555","80.766","314.87M","-5.92%"
"Mar 09, 2022","88.089","82.284","89.792","81.961","397.72M","7.02%"
"Mar 08, 2022","82.308","81.660","84.990","81.345","306.26M","0.64%"
"Mar 07, 2022","81.786","84.549","86.564","80.054","363.89M","-3.26%"
"Mar 06, 2022","84.538","89.633","89.894","84.164","230.66M","-5.67%"
"Mar 05, 2022","89.623","88.288","91.141","86.014","204.27M","1.53%"
"Mar 04, 2022","88.275","95.649","96.850","87.088","386.32M","-7.71%"
"Mar 03, 2022","95.649","100.702","101.669","94.138","3.74M","-5.02%"
"Mar 02, 2022","100.702","98.630","106.335","96.899","6.19M","2.10%"
"Mar 01, 2022","98.630","99.705","101.807","94.434","5.56M","-1.08%"
"Feb 28, 2022","99.705","85.607","102.146","84.250","6.16M","16.47%"
"Feb 27, 2022","85.607","90.130","92.147","84.190","3.63M","-5.02%"
"Feb 26, 2022","90.130","92.778","94.877","89.366","3.18M","-2.85%"
"Feb 25, 2022","92.778","89.409","94.995","87.035","5.31M","3.77%"
"Feb 24, 2022","89.409","84.514","92.837","75.693","10.39M","5.90%"
"Feb 23, 2022","84.431","86.413","93.211","84.431","4.59M","-2.29%"
"Feb 22, 2022","86.413","82.879","87.380","81.160","4.22M","4.26%"
"Feb 21, 2022","82.879","90.693","95.988","82.806","5.64M","-8.52%"
"Feb 20, 2022","90.600","91.264","93.808","85.878","3.61M","-0.73%"
"Feb 19, 2022","91.264","89.920","92.553","88.760","1.83M","1.45%"
"Feb 18, 2022","89.960","93.591","96.334","89.474","3.02M","-3.88%"
"Feb 17, 2022","93.591","101.763","102.740","92.411","3.05M","-8.03%"
"Feb 16, 2022","101.763","105.352","105.558","98.315","3.24M","-3.41%"
"Feb 15, 2022","105.352","96.458","105.606","96.388","3.60M","9.22%"
"Feb 14, 2022","96.458","92.811","97.762","91.058","2.99M","3.93%"
"Feb 13, 2022","92.811","95.970","97.273","91.447","1.95M","-3.21%"
"Feb 12, 2022","95.891","96.483","99.750","93.254","2.76M","-0.61%"
"Feb 11, 2022","96.483","106.170","108.103","95.307","4.50M","-9.14%"
"Feb 10, 2022","106.190","113.991","114.930","105.816","4.14M","-6.84%"
"Feb 09, 2022","113.991","113.293","117.005","109.581","3.20M","0.62%"
"Feb 08, 2022","113.293","117.512","120.152","109.887","4.41M","-3.59%"
"Feb 07, 2022","117.512","115.286","121.836","112.906","4.36M","1.93%"
"Feb 06, 2022","115.286","113.912","115.987","111.723","2.29M","1.21%"
"Feb 05, 2022","113.912","112.401","118.520","110.340","4.10M","1.35%"
"Feb 04, 2022","112.401","101.827","112.710","100.388","6.26M","10.55%"
"Feb 03, 2022","101.675","101.970","103.073","94.207","5.88M","-0.23%"
"Feb 02, 2022","101.908","109.981","112.266","97.121","7.80M","-7.34%"
"Feb 01, 2022","109.981","99.515","113.498","99.172","7.11M","10.39%"
"Jan 31, 2022","99.627","93.418","101.346","89.264","4.26M","6.68%"
"Jan 30, 2022","93.385","96.029","97.461","91.471","2.13M","-2.91%"
"Jan 29, 2022","96.186","91.375","98.676","90.709","3.44M","5.33%"
"Jan 28, 2022","91.318","89.513","93.526","87.338","4.59M","2.12%"
"Jan 27, 2022","89.422","91.905","94.404","85.887","5.83M","-2.70%"
"Jan 26, 2022","91.905","94.704","103.487","89.487","7.29M","-2.96%"
"Jan 25, 2022","94.704","91.849","99.882","87.585","5.83M","3.18%"
"Jan 24, 2022","91.784","99.770","99.835","80.919","10.99M","-8.00%"
"Jan 23, 2022","99.766","94.679","104.673","93.326","5.64M","5.39%"
"Jan 22, 2022","94.665","112.312","114.048","88.480","10.27M","-15.75%"
"Jan 21, 2022","112.362","127.639","128.651","106.543","8.18M","-11.99%"
"Jan 20, 2022","127.672","135.310","143.831","126.537","2.50M","-5.62%"
"Jan 19, 2022","135.276","141.337","142.663","132.969","2.05M","-4.25%"
"Jan 18, 2022","141.282","139.832","142.598","134.454","2.04M","1.04%"
"Jan 17, 2022","139.824","148.016","148.260","137.144","2.13M","-5.49%"
"Jan 16, 2022","147.954","147.660","151.918","146.174","1.52M","0.19%"
"Jan 15, 2022","147.677","146.158","149.524","144.147","1.52M","1.04%"
"Jan 14, 2022","146.162","146.096","150.584","142.044","2.35M","0.07%"
"Jan 13, 2022","146.061","151.530","157.712","145.590","3.04M","-3.55%"
"Jan 12, 2022","151.437","140.209","153.119","138.286","3.21M","8.01%"
"Jan 11, 2022","140.209","135.873","143.456","133.626","2.41M","3.12%"
"Jan 10, 2022","135.964","140.787","143.741","130.147","3.30M","-3.40%"
"Jan 09, 2022","140.755","142.033","145.664","137.890","2.21M","-0.90%"
"Jan 08, 2022","142.033","136.388","148.026","133.283","4.18M","4.13%"
"Jan 07, 2022","136.405","150.336","150.650","133.973","4.69M","-9.27%"
"Jan 06, 2022","150.336","154.483","154.721","146.344","2.91M","-2.72%"
"Jan 05, 2022","154.540","167.753","171.253","145.013","3.09M","-7.88%"
"Jan 04, 2022","167.767","170.084","173.867","166.560","1.65M","-1.34%"
"Jan 03, 2022","170.039","176.354","176.443","166.897","1.65M","-3.59%"
"Jan 02, 2022","176.367","179.083","179.496","174.428","1.08M","-1.51%"
"Jan 01, 2022","179.068","169.985","179.176","169.985","1.30M","5.34%"
"Dec 31, 2021","169.985","172.509","177.604","167.773","2.05M","-1.45%"
"Dec 30, 2021","172.482","170.602","175.697","168.382","1.86M","1.09%"
"Dec 29, 2021","170.626","177.191","180.581","170.434","2.59M","-3.68%"
"Dec 28, 2021","177.151","195.602","195.602","176.793","3.64M","-9.45%"
"Dec 27, 2021","195.645","197.801","204.712","194.865","1.90M","-1.07%"
"Dec 26, 2021","197.754","193.019","200.537","190.376","2.19M","2.40%"
"Dec 25, 2021","193.127","190.493","195.052","189.224","1.78M","1.49%"
"Dec 24, 2021","190.285","190.075","197.422","184.463","2.80M","0.13%"
"Dec 23, 2021","190.047","178.411","193.442","175.770","2.93M","6.53%"
"Dec 22, 2021","178.406","179.736","187.539","177.145","2.80M","-0.75%"
"Dec 21, 2021","179.745","173.862","182.392","170.286","2.40M","3.43%"
"Dec 20, 2021","173.785","179.956","181.085","168.500","2.63M","-3.52%"
"Dec 19, 2021","180.125","182.822","189.160","178.573","1.93M","-1.50%"
"Dec 18, 2021","182.861","175.562","184.272","171.065","1.98M","4.14%"
"Dec 17, 2021","175.586","176.926","182.357","168.149","3.77M","-0.75%"
"Dec 16, 2021","176.904","178.522","189.008","174.478","3.94M","-0.90%"
"Dec 15, 2021","178.506","161.303","182.590","157.183","5.55M","10.67%"
"Dec 14, 2021","161.299","155.259","162.906","149.821","3.91M","3.93%"
"Dec 13, 2021","155.203","172.906","172.951","148.384","4.69M","-10.25%"
"Dec 12, 2021","172.924","172.204","176.854","167.728","1.77M","0.70%"
"Dec 11, 2021","171.728","167.475","173.801","161.587","2.80M","2.47%"
"Dec 10, 2021","167.596","181.267","184.440","167.446","3.20M","-7.59%"
"Dec 09, 2021","181.363","194.624","196.636","178.746","3.01M","-6.80%"
"Dec 08, 2021","194.596","190.226","196.235","184.001","3.38M","2.29%"
"Dec 07, 2021","190.236","193.874","204.025","187.958","3.68M","-1.92%"
"Dec 06, 2021","193.963","196.475","197.646","176.649","4.88M","-1.26%"
"Dec 05, 2021","196.444","201.093","204.309","182.027","4.19M","-2.31%"
"Dec 04, 2021","201.088","211.854","212.584","175.186","6.98M","-5.17%"
"Dec 03, 2021","212.047","233.765","239.426","205.628","4.84M","-9.30%"
"Dec 02, 2021","233.785","229.862","243.069","220.150","4.76M","1.72%"
"Dec 01, 2021","229.829","208.486","232.452","207.999","4.50M","10.27%"
"Nov 30, 2021","208.423","204.139","218.252","199.780","3.65M","2.10%"
"Nov 29, 2021","204.135","200.850","212.787","199.789","2.82M","1.63%"
"Nov 28, 2021","200.854","192.976","201.979","181.285","2.67M","4.04%"
"Nov 27, 2021","193.061","192.184","199.403","190.811","1.93M","0.56%"
"Nov 26, 2021","191.991","210.017","210.417","183.084","4.57M","-8.55%"
"Nov 25, 2021","209.952","205.854","216.366","202.028","2.90M","1.98%"
"Nov 24, 2021","205.877","221.837","222.244","200.225","3.12M","-7.21%"
"Nov 23, 2021","221.885","215.839","226.021","211.232","2.65M","2.79%"
"Nov 22, 2021","215.854","231.410","231.983","211.950","3.97M","-6.72%"
"Nov 21, 2021","231.414","217.824","235.389","210.695","3.15M","6.23%"
"Nov 20, 2021","217.833","215.282","221.152","206.068","2.47M","1.19%"
"Nov 19, 2021","215.274","195.145","219.691","189.571","4.45M","10.30%"
"Nov 18, 2021","195.164","218.932","222.755","187.176","5.62M","-10.85%"
"Nov 17, 2021","218.918","219.048","221.947","210.105","3.63M","-0.07%"
"Nov 16, 2021","219.062","238.213","238.213","214.824","4.30M","-8.03%"
"Nov 15, 2021","238.187","238.679","246.211","234.454","3.03M","-0.20%"
"Nov 14, 2021","238.667","241.659","241.925","230.506","1.96M","-1.25%"
"Nov 13, 2021","241.684","228.551","241.939","225.006","2.43M","5.75%"
"Nov 12, 2021","228.551","233.498","238.996","220.997","3.36M","-2.15%"
"Nov 11, 2021","233.576","233.635","246.427","229.543","3.19M","-0.05%"
"Nov 10, 2021","233.686","239.041","247.956","217.998","4.79M","-2.23%"
"Nov 09, 2021","239.027","248.376","253.164","237.809","3.52M","-3.78%"
"Nov 08, 2021","248.419","249.673","253.269","240.742","3.75M","-0.49%"
"Nov 07, 2021","249.644","258.480","258.581","245.752","2.96M","-3.42%"
"Nov 06, 2021","258.477","236.119","259.861","234.879","4.44M","9.46%"
"Nov 05, 2021","236.147","247.150","248.256","230.598","3.43M","-4.45%"
"Nov 04, 2021","247.144","243.113","250.208","234.909","5.46M","1.59%"
"Nov 03, 2021","243.272","220.764","246.379","216.067","7.93M","10.24%"
"Nov 02, 2021","220.678","203.471","222.222","201.147","4.46M","8.47%"
"Nov 01, 2021","203.454","202.565","211.495","198.093","4.78M","0.44%"
"Oct 31, 2021","202.573","195.806","204.991","185.688","3.64M","3.45%"
"Oct 30, 2021","195.813","200.262","200.489","187.531","2.50M","-2.20%"
"Oct 29, 2021","200.224","194.795","204.975","194.684","3.75M","2.86%"
"Oct 28, 2021","194.659","184.451","201.385","181.906","5.36M","5.57%"
"Oct 27, 2021","184.397","199.866","205.465","178.226","7.41M","-7.68%"
"Oct 26, 2021","199.744","209.714","213.993","196.706","4.86M","-4.75%"
"Oct 25, 2021","209.698","202.259","218.939","198.189","6.89M","3.61%"
"Oct 24, 2021","202.394","197.765","204.825","185.385","5.12M","2.34%"
"Oct 23, 2021","197.776","196.267","205.692","192.486","4.62M","0.82%"
"Oct 22, 2021","196.174","190.428","214.972","188.115","11.75M","3.02%"
"Oct 21, 2021","190.429","176.805","193.871","176.805","11.01M","7.70%"
"Oct 20, 2021","176.810","155.857","176.810","155.210","5.43M","13.44%"
"Oct 19, 2021","155.857","157.189","159.393","153.148","2.52M","-0.87%"
"Oct 18, 2021","157.217","160.097","162.920","155.015","3.01M","-1.79%"
"Oct 17, 2021","160.077","157.416","167.492","153.364","4.00M","1.70%"
"Oct 16, 2021","157.403","163.157","164.702","156.736","2.65M","-3.53%"
"Oct 15, 2021","163.171","150.020","165.347","146.991","7.13M","8.79%"
"Oct 14, 2021","149.980","148.056","155.501","147.308","3.80M","1.25%"
"Oct 13, 2021","148.125","152.496","155.406","144.419","3.93M","-2.88%"
"Oct 12, 2021","152.518","144.858","153.403","137.730","5.65M","5.27%"
"Oct 11, 2021","144.889","147.698","153.983","140.464","3.59M","-1.93%"
"Oct 10, 2021","147.738","156.778","158.478","145.953","2.91M","-5.75%"
"Oct 09, 2021","156.755","158.631","161.410","154.685","2.87M","-1.16%"
"Oct 08, 2021","158.589","154.215","168.790","152.576","5.41M","2.84%"
"Oct 07, 2021","154.209","153.883","161.162","150.530","4.96M","0.20%"
"Oct 06, 2021","153.895","164.617","165.357","150.266","6.64M","-6.51%"
"Oct 05, 2021","164.619","167.121","170.109","160.188","4.88M","-1.49%"
"Oct 04, 2021","167.116","173.021","173.021","162.503","5.75M","-3.26%"
"Oct 03, 2021","172.745","169.074","177.359","165.891","5.56M","2.17%"
"Oct 02, 2021","169.080","161.623","174.889","156.773","6.76M","4.61%"
"Oct 01, 2021","161.623","141.366","164.871","138.352","8.96M","14.33%"
"Sep 30, 2021","141.360","135.294","142.798","134.131","4.83M","4.49%"
"Sep 29, 2021","135.283","132.222","140.002","131.232","5.31M","2.41%"
"Sep 28, 2021","132.104","136.372","139.386","128.210","5.25M","-3.13%"
"Sep 27, 2021","136.374","135.724","148.787","133.766","6.92M","0.46%"
"Sep 26, 2021","135.753","136.075","140.609","124.982","5.83M","-0.25%"
"Sep 25, 2021","136.086","139.257","143.961","133.589","4.38M","-2.28%"
"Sep 24, 2021","139.268","149.945","151.009","128.404","9.67M","-7.07%"
"Sep 23, 2021","149.870","148.013","152.310","143.083","7.40M","1.23%"
"Sep 22, 2021","148.048","123.967","151.446","122.272","12.06M","19.51%"
"Sep 21, 2021","123.881","132.701","144.496","116.135","14.26M","-6.51%"
"Sep 20, 2021","132.502","152.742","153.305","131.023","14.72M","-13.23%"
"Sep 19, 2021","152.704","169.289","170.852","150.914","7.32M","-9.86%"
"Sep 18, 2021","169.399","147.447","171.309","144.269","12.19M","14.91%"
"Sep 17, 2021","147.416","152.215","153.253","134.717","11.39M","-3.15%"
"Sep 16, 2021","152.211","158.648","163.008","147.493","6.80M","-4.04%"
"Sep 15, 2021","158.619","158.507","166.246","154.057","8.72M","0.39%"
"Sep 14, 2021","158.000","169.470","171.540","143.200","12.22M","-6.77%"
"Sep 13, 2021","169.470","174.370","175.000","150.540","12.52M","-2.81%"
"Sep 12, 2021","174.370","178.350","181.500","170.810","-","-2.23%"
"Sep 11, 2021","178.350","179.150","192.930","175.551","-","-0.45%"
"Sep 10, 2021","179.150","192.100","197.100","170.000","-","-6.74%"
"Sep 09, 2021","192.100","190.690","215.511","182.000","-","0.74%"
"Sep 08, 2021","190.690","173.030","198.040","146.530","-","10.21%"
"Sep 07, 2021","173.030","164.590","195.000","130.000","-","5.40%"
"Sep 06, 2021","164.170","142.130","165.859","137.390","-","15.51%"
"Sep 05, 2021","142.130","139.090","145.140","135.140","-","2.19%"
"Sep 04, 2021","139.090","146.140","150.670","136.120","-","-4.82%"
"Sep 03, 2021","146.140","128.071","148.890","128.071","-","14.11%"
"Sep 02, 2021","128.071","111.060","131.800","109.670","-","15.32%"
"Sep 01, 2021","111.060","108.320","119.500","106.180","-","2.53%"
"Aug 31, 2021","108.320","110.241","130.030","103.580","-","-1.74%"
"Aug 30, 2021","110.241","94.200","116.250","93.800","-","17.03%"
"Aug 29, 2021","94.200","96.720","97.840","90.623","-","-2.61%"
"Aug 28, 2021","96.720","87.970","97.710","85.731","-","9.95%"
"Aug 27, 2021","87.970","75.169","88.760","73.179","-","17.03%"
"Aug 26, 2021","75.169","72.056","78.051","66.372","-","4.32%"
"Aug 25, 2021","72.056","70.671","72.535","66.350","-","1.96%"
"Aug 24, 2021","70.671","75.553","79.343","68.486","-","-6.46%"
"Aug 23, 2021","75.553","72.846","77.846","71.719","-","3.72%"
"Aug 22, 2021","72.846","73.907","77.507","71.540","-","-1.44%"
"Aug 21, 2021","73.907","78.714","81.953","72.715","-","-6.11%"
"Aug 20, 2021","78.714","72.700","79.900","70.987","-","8.27%"
"Aug 19, 2021","72.700","72.578","75.307","68.771","-","0.17%"
"Aug 18, 2021","72.578","64.000","80.483","60.019","-","13.40%"
"Aug 17, 2021","64.000","62.137","100.000","59.998","-","3.00%"
"Aug 16, 2021","62.137","53.714","68.743","52.451","-","15.68%"
"Aug 15, 2021","53.714","44.043","54.590","43.462","-","21.96%"
"Aug 14, 2021","44.043","44.821","44.821","42.828","-","-1.74%"
"Aug 13, 2021","44.821","41.100","44.821","40.785","-","9.05%"
"Aug 12, 2021","41.100","41.792","43.323","39.433","-","-1.66%"
"Aug 11, 2021","41.792","40.596","43.631","40.596","-","2.95%"
"Aug 10, 2021","40.596","38.722","41.686","38.278","-","4.84%"
"Aug 09, 2021","38.722","37.668","39.925","36.304","-","2.80%"
"Aug 08, 2021","37.668","39.426","39.494","36.972","-","-4.46%"
"Aug 07, 2021","39.426","39.497","40.405","37.633","-","-0.18%"
"Aug 06, 2021","39.497","37.408","40.362","35.750","-","5.58%"
