"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 05, 2021","37.408","35.706","38.169","35.596","-","4.77%"
"Aug 04, 2021","35.706","33.960","36.600","33.326","-","5.14%"
"Aug 03, 2021","33.960","33.169","35.762","32.200","-","2.38%"
"Aug 02, 2021","33.169","34.276","35.837","33.098","-","-3.23%"
"Aug 01, 2021","34.276","36.709","36.752","33.500","-","-6.63%"
"Jul 31, 2021","36.709","32.356","36.796","31.800","-","13.45%"
"Jul 30, 2021","32.356","31.268","33.009","30.086","-","3.48%"
"Jul 29, 2021","31.268","27.857","31.912","27.374","-","12.24%"
"Jul 28, 2021","27.857","28.018","28.620","27.500","-","-0.57%"
"Jul 27, 2021","28.018","28.251","28.886","27.000","-","-0.82%"
"Jul 26, 2021","28.251","28.133","31.039","27.952","-","0.42%"
"Jul 25, 2021","28.133","27.868","28.133","26.595","-","-2.04%"
"Jul 24, 2021","28.720","28.470","29.400","28.328","-","0.88%"
"Jul 23, 2021","28.470","27.748","28.655","26.420","-","2.60%"
"Jul 22, 2021","27.748","26.641","28.050","26.003","-","4.16%"
"Jul 21, 2021","26.641","23.482","27.353","22.846","-","13.45%"
"Jul 20, 2021","23.482","24.495","24.912","22.230","-","-4.14%"
"Jul 19, 2021","24.495","26.726","26.726","24.059","-","-8.35%"
"Jul 18, 2021","26.726","26.715","27.725","26.340","-","0.04%"
"Jul 17, 2021","26.715","26.307","27.745","26.035","-","1.55%"
"Jul 16, 2021","26.307","28.456","29.401","26.274","-","-7.55%"
"Jul 15, 2021","28.456","31.259","31.426","28.080","-","-8.97%"
"Jul 14, 2021","31.259","29.052","31.393","27.513","-","7.60%"
"Jul 13, 2021","29.052","30.880","30.995","29.000","-","-5.92%"
"Jul 12, 2021","30.880","32.115","32.600","30.102","-","-3.85%"
"Jul 11, 2021","32.115","31.730","32.454","31.464","-","1.21%"
"Jul 10, 2021","31.730","33.364","34.192","31.100","-","-4.90%"
"Jul 09, 2021","33.364","33.258","34.381","32.287","-","1.40%"
"Jul 08, 2021","32.902","36.537","36.772","32.864","-","-9.95%"
"Jul 07, 2021","36.537","34.196","37.904","34.196","-","8.60%"
"Jul 06, 2021","33.643","32.966","34.443","32.966","-","2.05%"
"Jul 05, 2021","32.966","34.360","34.360","32.594","-","-4.06%"
"Jul 04, 2021","34.360","35.055","35.295","34.299","-","-1.27%"
"Jul 03, 2021","34.801","34.000","35.261","33.357","-","2.36%"
"Jul 02, 2021","34.000","33.375","34.000","31.655","-","1.87%"
"Jul 01, 2021","33.375","35.536","36.115","32.000","-","-6.08%"
"Jun 30, 2021","35.536","33.885","35.861","31.315","-","4.87%"
"Jun 29, 2021","33.885","32.990","35.500","32.834","-","2.71%"
"Jun 28, 2021","32.990","31.821","33.745","31.155","-","3.67%"
"Jun 27, 2021","31.821","29.554","31.821","29.428","-","7.67%"
"Jun 26, 2021","29.554","28.797","29.878","26.998","-","2.63%"
"Jun 25, 2021","28.797","31.245","32.684","28.530","-","-7.83%"
"Jun 24, 2021","31.245","30.855","32.446","28.678","-","1.26%"
"Jun 23, 2021","30.855","26.685","32.090","26.042","-","15.63%"
"Jun 22, 2021","26.685","26.601","28.233","20.472","-","0.32%"
"Jun 21, 2021","26.601","35.320","35.799","26.080","-","-24.69%"
"Jun 20, 2021","35.320","35.283","35.701","31.500","-","0.10%"
"Jun 19, 2021","35.283","36.650","37.062","35.097","-","-3.73%"
"Jun 18, 2021","36.650","38.824","39.216","35.515","-","-6.98%"
"Jun 17, 2021","39.400","39.334","41.317","38.472","-","0.17%"
"Jun 16, 2021","39.334","39.592","40.925","37.780","-","-0.65%"
"Jun 15, 2021","39.592","39.703","41.339","39.554","-","-0.28%"
"Jun 14, 2021","39.703","38.806","40.168","36.931","-","2.31%"
"Jun 13, 2021","38.806","36.402","39.180","35.316","-","6.60%"
"Jun 12, 2021","36.402","36.012","37.500","34.453","-","1.08%"
"Jun 11, 2021","36.012","41.124","41.124","35.500","-","-12.43%"
"Jun 10, 2021","41.124","42.041","42.901","39.869","-","-2.18%"
"Jun 09, 2021","42.041","41.340","43.864","39.668","-","1.70%"
"Jun 08, 2021","41.340","38.272","42.287","33.824","-","8.02%"
"Jun 07, 2021","38.272","42.209","43.910","38.272","-","-9.33%"
"Jun 06, 2021","42.209","39.559","43.208","39.092","-","6.70%"
"Jun 05, 2021","39.559","37.435","42.252","37.435","-","5.67%"
"Jun 04, 2021","37.435","39.461","39.461","34.661","-","-5.13%"
"Jun 03, 2021","39.461","34.009","40.993","34.009","-","16.03%"
"Jun 02, 2021","34.009","31.002","34.486","30.552","-","9.70%"
"Jun 01, 2021","31.002","32.724","32.741","30.246","-","-5.26%"
"May 31, 2021","32.724","28.519","32.812","27.000","-","14.74%"
"May 30, 2021","28.519","26.900","29.485","25.825","-","6.02%"
"May 29, 2021","26.900","29.087","29.677","25.873","-","-7.52%"
"May 28, 2021","29.087","33.517","34.075","28.513","-","-13.22%"
"May 27, 2021","33.517","35.500","35.500","31.526","-","-5.59%"
"May 26, 2021","35.500","29.944","36.311","29.450","-","18.55%"
"May 25, 2021","29.944","30.637","32.604","26.383","-","-2.26%"
"May 24, 2021","30.637","24.611","32.080","24.611","-","24.48%"
"May 23, 2021","24.611","23.700","25.854","19.800","-","-42.21%"
"Apr 30, 2021","42.586","42.614","42.614","42.586","-","-0.12%"
"Apr 29, 2021","42.637","44.970","45.365","41.762","-","-5.19%"
"Apr 28, 2021","44.970","43.253","46.245","41.448","-","3.97%"
"Apr 27, 2021","43.253","44.500","46.167","42.830","-","-2.80%"
"Apr 26, 2021","44.500","47.466","48.360","43.504","-","-6.25%"
"Apr 25, 2021","47.466","40.849","48.085","40.000","-","16.20%"
"Apr 24, 2021","40.849","36.006","42.060","35.135","-","13.45%"
"Apr 23, 2021","36.006","39.015","41.000","31.000","-","-7.71%"
"Apr 22, 2021","39.015","32.536","40.262","32.536","-","19.91%"
"Apr 21, 2021","32.536","31.752","34.819","30.549","-","2.47%"
"Apr 20, 2021","31.752","28.800","32.232","26.000","-","10.25%"
"Apr 19, 2021","28.800","28.300","35.497","28.300","-","1.77%"
"Apr 18, 2021","28.300","25.096","32.980","22.698","-","12.77%"
"Apr 17, 2021","25.096","25.342","26.497","25.096","-","-0.97%"
"Apr 16, 2021","25.342","27.001","27.891","25.096","-","-6.15%"
"Apr 15, 2021","27.001","26.465","27.626","25.400","-","2.03%"
"Apr 14, 2021","26.465","27.750","31.000","24.962","-","-4.63%"
"Apr 13, 2021","27.750","28.547","29.500","25.274","-","-2.79%"
"Apr 12, 2021","28.547","27.812","29.450","27.043","-","2.64%"
"Apr 11, 2021","27.812","26.790","28.471","25.726","-","3.81%"
"Apr 10, 2021","26.790","27.377","27.377","26.046","-","-3.37%"
"Apr 08, 2021","27.723","26.478","29.000","23.500","-","4.70%"
"Apr 07, 2021","26.478","24.971","27.304","23.364","-","6.04%"
"Apr 06, 2021","24.971","22.957","24.994","21.913","-","8.77%"
"Apr 05, 2021","22.957","23.876","24.463","22.906","-","-3.85%"
"Apr 04, 2021","23.876","22.466","25.308","22.278","-","6.28%"
"Apr 03, 2021","22.466","19.749","23.397","19.749","-","13.75%"
"Apr 02, 2021","19.749","19.070","19.749","18.612","-","3.56%"
"Apr 01, 2021","19.070","19.437","20.600","18.660","-","-1.89%"
"Mar 31, 2021","19.437","19.156","19.677","18.534","-","1.47%"
"Mar 30, 2021","19.156","18.878","21.400","18.878","-","1.47%"
"Mar 29, 2021","18.878","18.220","18.909","17.715","-","3.61%"
"Mar 28, 2021","18.220","16.506","24.400","16.347","-","10.38%"
"Mar 27, 2021","16.506","14.750","16.527","14.750","-","11.91%"
"Mar 26, 2021","14.750","12.988","14.750","12.422","-","13.56%"
"Mar 25, 2021","12.988","13.629","13.629","12.679","-","-4.70%"
"Mar 24, 2021","13.629","14.184","15.257","13.628","-","-3.98%"
"Mar 23, 2021","14.193","14.888","15.194","14.193","-","-4.67%"
"Mar 22, 2021","14.888","14.180","16.540","14.180","-","5.00%"
"Mar 21, 2021","14.180","14.270","14.300","13.714","-","-0.63%"
"Mar 20, 2021","14.270","14.287","14.838","14.202","-","-0.12%"
"Mar 19, 2021","14.287","14.328","14.437","14.034","-","-0.28%"
"Mar 18, 2021","14.328","13.990","14.703","13.990","-","2.41%"
"Mar 17, 2021","13.990","13.805","14.200","13.367","-","1.34%"
"Mar 16, 2021","13.805","14.280","14.280","13.300","-","-3.33%"
"Mar 15, 2021","14.280","14.555","14.700","13.808","-","-1.89%"
"Mar 14, 2021","14.555","15.370","15.370","14.380","-","-5.31%"
"Mar 13, 2021","15.370","14.552","15.370","13.896","-","5.62%"
"Mar 12, 2021","14.552","15.987","16.454","14.360","-","-8.98%"
"Mar 11, 2021","15.987","14.235","16.339","13.740","-","12.31%"
"Mar 10, 2021","14.235","14.860","14.860","14.134","-","-4.21%"
"Mar 09, 2021","14.860","13.598","14.973","13.361","-","9.29%"
"Mar 08, 2021","13.598","13.791","13.837","13.072","-","-1.40%"
"Mar 07, 2021","13.791","12.924","13.949","12.717","-","6.71%"
"Mar 06, 2021","12.924","12.572","13.162","11.990","-","2.80%"
"Mar 05, 2021","12.572","13.112","13.112","12.218","-","-4.12%"
"Mar 04, 2021","13.112","14.131","14.142","12.806","-","-7.21%"
"Mar 03, 2021","14.131","13.975","14.562","13.846","-","1.12%"
"Mar 02, 2021","13.974","14.983","15.182","13.522","-","-6.73%"
"Mar 01, 2021","14.983","13.063","15.378","13.063","-","14.70%"
"Feb 28, 2021","13.063","13.215","13.658","11.572","-","-1.15%"
"Feb 27, 2021","13.215","13.576","14.450","13.157","-","-2.66%"
"Feb 26, 2021","13.576","14.000","15.352","13.368","-","-3.03%"
"Feb 25, 2021","14.000","17.167","17.616","14.000","-","-18.45%"
"Feb 24, 2021","17.167","15.089","20.000","14.000","-","13.77%"
"Feb 23, 2021","15.089","14.512","16.110","12.003","-","3.97%"
"Feb 22, 2021","14.512","11.074","14.512","9.780","-","31.05%"
"Feb 21, 2021","11.074","10.005","11.495","10.005","-","10.68%"
"Feb 20, 2021","10.005","11.444","11.444","9.924","-","-12.57%"
"Feb 19, 2021","11.444","8.984","11.499","8.644","-","27.38%"
"Feb 18, 2021","8.984","8.236","9.170","8.236","-","9.09%"
"Feb 17, 2021","8.236","8.300","8.410","7.634","-","-0.77%"
"Feb 16, 2021","8.300","8.846","8.899","8.081","-","-6.17%"
"Feb 15, 2021","8.846","8.735","9.290","7.904","-","1.27%"
"Feb 14, 2021","8.735","8.669","9.116","8.604","-","0.76%"
"Feb 13, 2021","8.669","9.210","9.488","8.669","-","-5.87%"
"Feb 12, 2021","9.210","9.185","9.914","9.080","-","0.27%"
"Feb 11, 2021","9.185","8.950","10.100","8.875","-","2.63%"
"Feb 10, 2021","8.950","7.836","9.060","7.557","-","14.21%"
"Feb 09, 2021","7.836","7.879","8.444","7.654","-","-0.54%"
"Feb 08, 2021","7.879","6.704","8.039","6.498","-","17.53%"
"Feb 07, 2021","6.704","6.120","6.846","5.817","-","9.54%"
"Feb 06, 2021","6.120","6.500","6.890","5.788","-","-5.85%"
"Feb 05, 2021","6.500","6.421","7.077","4.848","-","1.25%"
"Feb 04, 2021","6.420","5.722","6.511","5.610","-","12.26%"
"Feb 03, 2021","5.719","5.257","5.770","5.097","-","8.77%"
"Feb 02, 2021","5.257","4.622","5.335","4.489","-","13.75%"
"Feb 01, 2021","4.622","4.268","4.622","4.128","-","8.29%"
"Jan 31, 2021","4.268","4.232","4.781","4.197","-","0.86%"
"Jan 30, 2021","4.232","3.842","4.271","3.797","-","10.15%"
"Jan 29, 2021","3.842","3.819","3.871","3.638","-","0.60%"
"Jan 28, 2021","3.819","3.688","3.907","3.620","-","3.54%"
"Jan 27, 2021","3.688","4.037","4.037","3.652","-","-8.64%"
"Jan 26, 2021","4.037","3.720","4.062","3.714","-","8.53%"
"Jan 25, 2021","3.720","3.624","3.953","3.473","-","2.64%"
"Jan 24, 2021","3.624","3.501","3.780","3.501","-","3.51%"
"Jan 23, 2021","3.501","3.339","3.583","3.328","-","4.85%"
"Jan 22, 2021","3.339","2.985","3.485","2.661","-","11.87%"
"Jan 21, 2021","2.985","3.723","3.723","2.985","-","-19.83%"
"Jan 20, 2021","3.723","3.647","3.726","3.382","-","2.08%"
"Jan 19, 2021","3.647","3.784","3.996","3.622","-","-3.62%"
"Jan 18, 2021","3.784","3.827","4.111","3.020","-","-1.13%"
"Jan 17, 2021","3.827","3.449","3.963","3.362","-","10.99%"
"Jan 16, 2021","3.449","3.300","3.680","3.300","-","4.50%"
"Jan 15, 2021","3.300","3.284","3.425","3.000","-","0.48%"
"Jan 14, 2021","3.284","3.517","3.543","3.208","-","-6.63%"
"Jan 13, 2021","3.517","3.631","3.631","3.313","-","-3.14%"
"Jan 12, 2021","3.631","3.107","3.831","3.088","-","16.88%"
"Jan 11, 2021","3.107","3.053","3.154","2.616","-","1.77%"
"Jan 10, 2021","3.053","3.000","3.700","3.000","-","1.76%"
"Jan 09, 2021","3.000","3.889","3.889","2.900","-","-22.85%"
"Jan 08, 2021","3.889","2.359","3.889","2.184","-","64.83%"
"Jan 07, 2021","2.359","1.934","2.412","1.934","-","22.00%"
"Jan 06, 2021","1.934","2.155","2.165","1.934","-","-10.29%"
"Jan 05, 2021","2.155","2.489","2.489","2.093","-","-13.39%"
"Jan 04, 2021","2.489","2.161","2.489","1.945","-","15.18%"
"Jan 03, 2021","2.161","1.796","2.295","1.796","-","20.27%"
"Jan 02, 2021","1.796","1.837","1.986","1.733","-","-2.22%"
"Jan 01, 2021","1.837","1.514","1.837","1.507","-","21.34%"
"Dec 31, 2020","1.514","1.534","1.546","1.437","-","-1.30%"
"Dec 30, 2020","1.534","1.673","1.673","1.534","-","-8.30%"
"Dec 29, 2020","1.673","1.515","1.700","1.445","-","10.40%"
"Dec 28, 2020","1.515","1.306","1.515","1.306","-","16.04%"
"Dec 27, 2020","1.306","1.326","1.385","1.286","-","-1.49%"
"Dec 26, 2020","1.326","1.443","1.444","1.321","-","-8.12%"
"Dec 25, 2020","1.443","1.358","1.447","1.352","-","6.23%"
"Dec 24, 2020","1.358","1.199","1.380","1.199","-","13.25%"
"Dec 23, 2020","1.199","1.493","1.501","1.139","-","-19.71%"
"Dec 22, 2020","1.493","1.540","1.569","1.480","-","-3.01%"
"Dec 21, 2020","1.540","1.564","1.614","1.430","-","-1.56%"
"Dec 20, 2020","1.564","1.667","1.681","1.541","-","-6.17%"
"Dec 19, 2020","1.667","1.696","1.754","1.667","-","-1.68%"
"Dec 18, 2020","1.696","1.676","1.700","1.647","-","1.17%"
"Dec 17, 2020","1.676","1.785","1.791","1.664","-","-6.11%"
"Dec 16, 2020","1.785","1.755","1.785","1.636","-","1.68%"
"Dec 15, 2020","1.755","1.594","1.785","1.592","-","10.13%"
"Dec 14, 2020","1.594","1.566","1.614","1.528","-","1.78%"
"Dec 13, 2020","1.566","1.499","1.639","1.468","-","4.45%"
"Dec 12, 2020","1.499","1.449","1.533","1.449","-","3.46%"
"Dec 11, 2020","1.449","1.580","1.580","1.449","-","-8.25%"
"Dec 10, 2020","1.580","1.666","1.666","1.556","-","-5.17%"
"Dec 09, 2020","1.666","1.682","1.682","1.532","-","-0.95%"
"Dec 08, 2020","1.682","1.827","1.827","1.675","-","-7.95%"
"Dec 07, 2020","1.827","1.850","1.892","1.818","-","-1.25%"
"Dec 06, 2020","1.850","1.974","1.977","1.820","-","-6.26%"
"Dec 05, 2020","1.974","1.857","1.974","1.847","-","6.25%"
"Dec 04, 2020","1.857","2.096","2.108","1.857","-","-11.37%"
"Dec 03, 2020","2.096","2.116","2.210","2.082","-","-0.94%"
"Dec 02, 2020","2.116","1.978","2.168","1.972","-","6.98%"
"Dec 01, 2020","1.978","1.967","2.131","1.943","-","0.57%"
"Nov 30, 2020","1.967","1.909","1.999","1.909","-","3.03%"
"Nov 29, 2020","1.909","1.888","1.939","1.862","-","1.09%"
"Nov 28, 2020","1.888","1.857","1.928","1.811","-","1.66%"
"Nov 27, 2020","1.857","1.901","1.960","1.790","-","-2.30%"
"Nov 26, 2020","1.901","2.274","2.290","1.747","-","-16.39%"
"Nov 25, 2020","2.274","2.276","2.482","2.202","-","-0.10%"
"Nov 24, 2020","2.276","2.274","2.437","2.172","-","0.07%"
"Nov 23, 2020","2.274","2.157","2.341","2.129","-","5.44%"
"Nov 22, 2020","2.157","2.393","2.393","2.108","-","-9.85%"
"Nov 21, 2020","2.393","2.104","2.495","2.050","-","13.74%"
"Nov 20, 2020","2.104","2.073","2.221","2.061","-","1.50%"
"Nov 19, 2020","2.073","2.124","2.174","2.029","-","-2.40%"
"Nov 18, 2020","2.124","2.203","2.204","2.031","-","-3.59%"
"Nov 17, 2020","2.203","2.255","2.313","2.142","-","-2.31%"
"Nov 16, 2020","2.255","2.033","2.345","2.008","-","10.93%"
"Nov 15, 2020","2.033","1.928","2.188","1.928","-","5.43%"
"Nov 14, 2020","1.928","2.019","2.024","1.893","-","-4.53%"
"Nov 13, 2020","2.019","1.895","2.042","1.895","-","6.58%"
"Nov 12, 2020","1.895","2.002","2.049","1.842","-","-5.34%"
"Nov 11, 2020","2.002","2.261","2.287","2.002","-","-11.45%"
"Nov 10, 2020","2.261","2.025","2.306","2.019","-","11.61%"
"Nov 09, 2020","2.025","2.152","2.175","1.988","-","-5.89%"
"Nov 08, 2020","2.152","2.505","2.510","1.551","-","-14.08%"
"Nov 07, 2020","2.505","1.911","2.505","1.911","-","31.05%"
"Nov 06, 2020","1.911","1.400","1.921","1.400","-","36.50%"
"Nov 05, 2020","1.400","1.397","1.471","1.311","-","0.21%"
"Nov 04, 2020","1.397","1.418","1.418","1.298","-","-1.46%"
"Nov 03, 2020","1.418","1.481","1.481","1.418","-","-4.26%"
"Nov 02, 2020","1.481","1.604","1.632","1.475","-","-7.64%"
"Nov 01, 2020","1.604","1.545","1.635","1.526","-","3.78%"
"Oct 31, 2020","1.545","1.429","1.548","1.429","-","8.12%"
"Oct 30, 2020","1.429","1.427","1.445","1.353","-","0.12%"
"Oct 29, 2020","1.427","1.512","1.565","1.426","-","-5.57%"
"Oct 28, 2020","1.512","1.712","1.715","1.475","-","-11.72%"
"Oct 27, 2020","1.712","1.692","1.739","1.623","-","1.21%"
"Oct 26, 2020","1.692","1.787","1.857","1.635","-","-5.33%"
"Oct 25, 2020","1.787","1.914","1.914","1.775","-","-6.62%"
"Oct 24, 2020","1.914","1.956","1.959","1.894","-","-2.16%"
"Oct 23, 2020","1.956","1.954","1.982","1.863","-","0.10%"
"Oct 22, 2020","1.954","1.891","2.078","1.891","-","3.34%"
"Oct 21, 2020","1.891","1.890","2.030","1.863","-","0.08%"
"Oct 20, 2020","1.890","2.057","2.094","1.863","-","-8.16%"
"Oct 19, 2020","2.057","2.203","2.203","2.056","-","-6.60%"
"Oct 18, 2020","2.203","2.196","2.246","2.187","-","0.31%"
"Oct 17, 2020","2.196","2.148","2.231","2.142","-","2.25%"
"Oct 16, 2020","2.148","2.275","2.275","2.130","-","-5.61%"
"Oct 15, 2020","2.275","2.309","2.333","2.226","-","-1.49%"
"Oct 14, 2020","2.309","2.404","2.432","2.251","-","-3.94%"
"Oct 13, 2020","2.404","2.581","2.581","2.354","-","-6.84%"
"Oct 12, 2020","2.581","2.417","2.679","2.417","-","6.78%"
"Oct 11, 2020","2.417","2.405","2.448","2.351","-","0.50%"
"Oct 10, 2020","2.405","2.546","2.596","2.405","-","-5.52%"
"Oct 09, 2020","2.546","2.365","2.602","2.321","-","7.65%"
"Oct 08, 2020","2.365","2.292","2.435","2.036","-","3.20%"
"Oct 07, 2020","2.292","2.166","2.329","2.108","-","5.78%"
"Oct 06, 2020","2.166","2.659","2.659","2.157","-","-18.51%"
"Oct 05, 2020","2.659","2.517","2.667","2.475","-","5.60%"
"Oct 04, 2020","2.517","2.554","2.575","2.432","-","-1.41%"
"Oct 03, 2020","2.554","2.619","2.658","2.554","-","-2.50%"
"Oct 02, 2020","2.619","2.859","2.859","2.464","-","-8.38%"
"Oct 01, 2020","2.859","2.889","2.976","2.688","-","-1.04%"
"Sep 30, 2020","2.889","2.952","2.985","2.845","-","-2.14%"
"Sep 29, 2020","2.952","2.945","3.006","2.906","-","0.24%"
"Sep 28, 2020","2.945","3.159","3.172","2.945","-","-6.78%"
"Sep 27, 2020","3.159","3.129","3.159","3.011","-","0.96%"
"Sep 26, 2020","3.129","3.194","3.202","3.053","-","-2.05%"
"Sep 25, 2020","3.194","3.142","3.237","2.916","-","1.68%"
"Sep 24, 2020","3.142","2.842","3.235","2.815","-","10.56%"
"Sep 23, 2020","2.842","2.926","3.036","2.786","-","-2.90%"
"Sep 22, 2020","2.926","2.776","2.971","2.757","-","5.41%"
"Sep 21, 2020","2.776","2.877","3.001","2.490","-","-3.51%"
"Sep 20, 2020","2.877","3.017","3.017","2.712","-","-4.62%"
"Sep 19, 2020","3.017","3.100","3.243","2.972","-","-2.70%"
"Sep 18, 2020","3.100","2.894","3.136","2.763","-","7.14%"
"Sep 17, 2020","2.894","2.550","2.925","2.459","-","13.49%"
"Sep 16, 2020","2.550","2.926","2.926","2.449","-","-12.86%"
"Sep 15, 2020","2.926","3.272","3.303","2.922","-","-10.57%"
"Sep 14, 2020","3.272","3.245","3.442","3.106","-","0.82%"
"Sep 13, 2020","3.245","3.336","3.361","3.032","-","-2.72%"
"Sep 12, 2020","3.336","3.428","3.449","3.160","-","-2.68%"
"Sep 11, 2020","3.428","3.461","3.487","3.053","-","-0.94%"
"Sep 10, 2020","3.461","3.614","3.843","3.314","-","-4.25%"
"Sep 09, 2020","3.614","2.476","3.674","2.391","-","45.98%"
"Sep 08, 2020","2.476","2.921","2.925","2.409","-","-15.23%"
"Sep 07, 2020","2.921","3.068","3.150","2.417","-","-4.79%"
"Sep 06, 2020","3.068","2.538","3.140","2.333","-","20.89%"
"Sep 05, 2020","2.538","3.544","3.624","2.408","-","-28.40%"
"Sep 04, 2020","3.544","3.526","3.782","3.194","-","0.53%"
"Sep 03, 2020","3.526","4.151","4.312","3.526","-","-15.06%"
"Sep 02, 2020","4.151","4.327","4.355","3.826","-","-4.08%"
"Sep 01, 2020","4.327","4.758","4.934","4.327","-","-9.06%"
"Aug 31, 2020","4.758","4.439","4.843","4.158","-","7.20%"
"Aug 30, 2020","4.439","3.979","4.575","3.925","-","11.55%"
"Aug 29, 2020","3.979","4.008","4.079","3.802","-","-0.71%"
"Aug 28, 2020","4.008","3.442","4.234","3.442","-","16.44%"
"Aug 27, 2020","3.442","3.563","3.796","3.336","-","-3.39%"
"Aug 26, 2020","3.563","3.265","3.784","3.199","-","9.10%"
"Aug 25, 2020","3.265","3.310","3.312","3.064","-","-1.34%"
"Aug 24, 2020","3.310","3.312","3.585","3.246","-","-0.07%"
"Aug 23, 2020","3.312","3.060","3.379","3.059","-","8.23%"
"Aug 22, 2020","3.060","2.940","3.184","2.717","-","4.09%"
"Aug 21, 2020","2.940","3.184","3.184","2.940","-","-7.66%"
"Aug 20, 2020","3.184","2.942","3.377","2.939","-","8.20%"
"Aug 19, 2020","2.942","3.378","3.445","2.883","-","-12.90%"
"Aug 18, 2020","3.378","3.121","3.585","2.900","-","8.26%"
"Aug 17, 2020","3.121","3.378","3.378","3.121","-","-7.63%"
"Aug 16, 2020","3.378","3.179","3.445","3.179","-","6.26%"
"Aug 15, 2020","3.179","3.377","3.655","3.179","-","-5.87%"
"Aug 14, 2020","3.377","3.728","3.729","3.377","-","-9.40%"
"Aug 13, 2020","3.728","3.728","4.120","3.585","-","0.00%"
"Aug 12, 2020","3.728","3.445","3.880","3.183","-","8.21%"
"Aug 11, 2020","3.445","3.184","3.445","2.772","-","8.21%"
"Aug 10, 2020","3.184","2.706","3.313","2.500","-","17.67%"
"Aug 09, 2020","2.706","2.500","2.706","2.310","-","8.22%"
"Aug 08, 2020","2.500","2.051","2.601","2.012","-","21.93%"
"Aug 07, 2020","2.051","2.178","2.178","1.895","-","-5.83%"
"Aug 06, 2020","2.178","1.784","2.178","1.783","-","22.08%"
"Aug 05, 2020","1.784","1.896","1.896","1.783","-","-5.92%"
"Aug 04, 2020","1.896","1.786","1.933","1.786","-","6.14%"
"Aug 03, 2020","1.786","1.716","1.830","1.682","-","4.08%"
"Aug 02, 2020","1.716","1.617","1.717","1.436","-","6.13%"
"Aug 01, 2020","1.617","1.555","1.649","1.495","-","3.97%"
"Jul 31, 2020","1.555","1.670","1.670","1.554","-","-6.85%"
"Jul 30, 2020","1.670","1.649","1.785","1.649","-","1.21%"
"Jul 29, 2020","1.650","1.787","2.051","1.618","-","-7.67%"
"Jul 28, 2020","1.787","1.731","1.821","1.630","-","3.24%"
"Jul 27, 2020","1.731","1.610","2.067","1.610","-","7.49%"
"Jul 26, 2020","1.610","1.274","1.610","1.249","-","26.34%"
"Jul 25, 2020","1.274","0.986","1.379","0.986","-","22.02%"
"Jul 23, 2020","1.044","1.046","1.087","1.005","-","-0.14%"
"Jul 22, 2020","1.046","1.004","1.087","1.003","-","4.17%"
"Jul 21, 2020","1.004","0.874","1.005","0.874","-","-27.41%"
"Jul 15, 2020","1.383","1.115","1.384","1.115","-","24.00%"
"Jul 14, 2020","1.115","1.279","1.279","1.114","-","-12.78%"
"Jul 13, 2020","1.279","1.009","1.279","1.009","-","26.71%"